"catalogNumber","type","order","scientificName","scientificNameAuthorship","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","elevation","locationRemarks","time","day","month","year","bodylength","accuracy","maximum.speed.bodylength","mean.speed.bodylength","speed.CV","moving.duration.mean","moving.duration.CV","stopped.duration.mean","stopped.duration.CV","proportion.time.moving","straightness","sinuosity","E.max","first.minimum.C","first.minimum.delta.s"
844,"mimetic spider","Araneae","Rhombonotus gracilis","(Koch L., 1879)",-23.8967888888889,151.262405555556,100,33.16937355,"Toondon Botanic Gardens, Gladstone, Qld","15:18",22,6,2017,3.2,-2.92033227261751,3.52982611989496,2.45998847579751,0.142731662761904,4.16888888888889,0.622901503395179,0.397619047619047,0.612928720945219,0.910237748665696,0.98111864122906,0.110756262506909,5936111.46485385,0.951207156104683,2.2
891,"mimetic spider","Araneae","Rhombonotus gracilis","(Koch L., 1879)",-23.3934638888889,150.576125,10,8.150024594,"Rockhampton Memorial Gardens Cemetery, Qld","14:38",21,6,2017,2.8,-2.4547896720102,15.470323138047,9.12836969098068,0.349750256614745,3.82666666666667,0.528760712492453,0.0499999999999998,0.384900179459751,0.989655172413793,0.959025577323746,0.114615395029323,20944.0890928947,0.892832744344471,6.2
899,"mimetic spider","Araneae","Rhombonotus gracilis","(Koch L., 1879)",-23.3934194444444,150.576583333333,5,16.52331606,"Rockhampton Memorial Gardens Cemetery, Qld","14:10",21,6,2017,3,-0.875628999172992,13.8045130014089,6.57595208993691,0.395994728257213,3.87916666666667,1.0820434628347,0.190476190476191,0.924436765459557,0.95880535530381,0.762196274858949,0.725399765438662,3108277.25641815,0.498080294106484,5.2
560,"non-mimic","Araneae","Astia hariola","(Koch, 1879)",-33.0679166666667,151.382705555556,5,319.3192182,"OlneySF, NSW","12:19",14,4,2017,5.1,-3.52154083048296,11.5828036809716,3.65194332300834,0.667868091673605,0.487570621468927,0.808211582953913,1.1367816091954,2.86270033683062,0.301853795033229,0.814225743502456,1.53398616783941,42878.8737869381,0.775694038827549,5
880,"non-mimic","Araneae","Astia hariola","(Koch, 1879)",-27.0684861111111,149.718047222222,5,252.9772727,"Near Myall Park Botanic Garden, Qld","13:30",20,6,2017,7.6,-4.76405924428516,41.8643580617966,6.31415547518476,1.03761936849575,0.217424242424243,1.0204258486999,0.443410852713178,2.59209319600575,0.334109429569267,0.973231486569129,0.148109151106671,1679951.53042631,0.941989400444115,13.9
681,"non-mimic","Araneae","Badumna insignis","(L. Koch, 1872)",-33.7717944444444,151.115202777778,30,60.65020576,"MQ campus, Sydney, NSW","14:02",16,5,2017,10,-3.12148198764765,35.0855552256161,17.0577762751476,0.809199198478797,0.316666666666667,0.372161463782393,0.566666666666667,0,0.527777777777778,0.99899919141063,0.0269335955857342,63.1138404385874,,
919,"non-mimic","Araneae","Cosmophasis baehrae","(Zabka & Waldock, 2012)",-23.3993194444444,150.504761111111,5,7.626831149,"Curtis Park, Rockhampton, Qld","09:21",21,6,2017,4.1,-2.73648651930876,12.4897496358457,5.73986239305573,0.581767286796797,0.508602150537635,0.990771001254502,0.707777777777778,1.36449875496691,0.414548641542507,0.654012820075626,0.215164596612213,178.772811317924,,
941,"non-mimic","Araneae","Cosmophasis baehrae","(Zabka & Waldock, 2012)",-23.3993444444444,150.504652777778,10,16.95104895,"Curtis Park, Rockhampton, Qld","08:55",21,6,2017,5,-2.42929665070837,7.30913048806307,4.32491120055721,0.336280090121111,8.17777777777778,0.489034184370568,6.96666666666667,0.703723495152162,0.637781629116118,0.970647130286886,0.200817451289177,52782.5708704325,0.939541459228508,5.3
849,"non-mimic","Araneae","Cosmophasis thalassina","(C.L. Koch, 1846)",-23.3616694444444,150.517625,5,0.4396362496,"Kershaw Botanic Gardens, Rockhampton, Qld","08:29",22,6,2017,3.7,-3.1281623951522,27.1550426453017,9.04195548396102,0.457901398276543,0.993904548989114,1.07534541414103,1.74471574218075,1.89777159009352,0.3717848791894,0.938847117610582,0.227325104123366,1566.23494739522,0.850445308948723,8.7
901,"non-mimic","Araneae","Cosmophasis thalassina","(C.L. Koch, 1846)",-23.3456972222222,150.557005555556,30,114.6015625,"Frenchville, North Rockhampton, Qld","17:11",21,6,2017,3.9,-3.17279014627163,19.5391760702245,6.08994522584719,0.59955546433471,1.12166666666667,0.92305138643245,9.13333333333333,2.81507306627731,0.114455782312925,0.977956703950343,0.249550452950606,446.391591492337,0.856542950931652,5.3
684,"non-mimic","Araneae","Holoplatys sp3","",-33.7717944444444,151.115202777778,30,60.65020576,"MQ campus, Sydney, NSW","14:02",16,5,2017,8.5,-2.21799292734486,2.00840061582486,0.802130232706543,0.371074948113746,0.216666666666665,0.782954501538437,12.98,2.09140053372482,0.0121381886087768,0.818782298186672,1.07138295798111,29.1076966128151,,
685,"non-mimic","Araneae","Lamponid2 sp1","",-33.7717944444444,151.115202777778,30,60.65020576,"MQ campus, Sydney, NSW","14:02",16,5,2017,10,-2.45385409232229,10.4764419040627,3.75056516146138,0.348653307160762,3.58333333333333,0.749996694902879,0.177777777777777,0.3903123748999,0.964125560538117,0.893082289805943,0.459106171946785,185735.588128587,0.868524692224214,7.4
948,"non-mimic","Araneae","Lamponid4 sp1","",-27.552175,151.972472222222,10,642.8681319,"Toowoomba, Qld","10:15",19,6,2017,4.4,-2.73507469430193,21.8568613535938,12.8722132655993,0.356011920023185,5.93333333333333,0,0,0,1,0.952858729222653,0.0923051072756265,609.26182591411,0.964608250878291,9.7
862,"non-mimic","Araneae","Omoedus sp6","",-23.8984472222222,151.261830555556,500,28.43560606,"Toondon Botanic Gardens, Gladstone, Qld","14:33",22,6,2017,5.9,-2.37791138139599,107.584984517228,10.0408265413623,1.06101245094851,0.705128205128205,1.81542518299194,1.16388888888889,3.09761867188546,0.395114942528736,0.919295547181881,0.363202680332148,367945.057836325,0.918198155622064,5.8
862,"non-mimic","Araneae","Omoedus sp6","",-23.8984472222222,151.261830555556,500,28.43560606,"Toondon Botanic Gardens, Gladstone, Qld","14:33",22,6,2017,5.9,-3.45590832397681,20.594665110932,10.5031681149818,0.385918352079275,1.2,0.511945775806633,2.08888888888889,1.72493037236217,0.39873417721519,0.95015260852415,0.259889563405285,98500.304610081,0.924125966979794,7.9
776,"non-mimic","Araneae","Salticid1 sp1","",-33.772725,151.112852777778,500,80,"MQ campus, Sydney, NSW","00:00",12,6,2017,8.7,-3.131067937307,30.8902536313377,3.71302717470497,0.79485005875854,0.64320987654321,0.48269551356298,0.578205128205128,2.2192017521251,0.534907597535935,0.874988608744443,0.318600461610607,315.549923470365,0.8474820234725,2.2
858,"non-mimic","Araneae","Sandalodes sp1","",-23.3841,150.527663888889,10,7.892028254,"The Common, Rockhampton, Qld","10:07",22,6,2017,10.7,-4.55630053918819,5.98899449971403,1.58198922441231,0.829881638776349,0.61063829787234,1.19866726345034,0.767391304347826,1.82078504685967,0.447040498442367,0.959975846818952,0.223086900909114,4256.35944463339,0.903554631086385,8.8
578,"non-mimic","Araneae","Servaea incana","(L. Keyserling, 1878)",-33.7698388888889,151.110869444444,10,74.41705069,"MQ campus, Sydney, NSW","10:37",20,4,2017,7.2,-3.41754162779582,4.10911931051545,1.58036549747694,0.3765951960292,0.326328502415459,0.604679222500397,0.575182481751825,1.61695681538309,0.360651361452215,0.936278198495574,0.923737889296018,481.225852030456,0.854345972666895,0.3
582,"non-mimic","Araneae","Servaea incana","(L. Keyserling, 1878)",-33.7698388888889,151.110869444444,10,74.41705069,"MQ campus, Sydney, NSW","10:37",20,4,2017,7.9,-2.58982345112489,12.2312871111737,3.71642124307808,0.673856606837812,0.221212121212121,0.56435818474698,0.135249042145594,2.39315747288271,0.582253240279163,0.916459682966651,0.223865400484121,17344.7682785349,,
655,"non-mimic","Araneae","Servaea incana","(L. Keyserling, 1878)",-33.7709277777778,151.113586111111,10,88.52471483,"MQ campus, Sydney, NSW","12:42",16,5,2017,6.6,-4.15274308965223,8.59377520978904,2.98189523094499,0.506380548805389,0.236825396825397,0.749606930204568,1.53397435897436,4.41928104743998,0.131268696111209,0.946225485203865,0.308092812283858,27982.3046815132,0.825766777186913,29.5
773,"non-mimic","Araneae","Servaea sp1","",-33.7725638888889,151.112488888889,73,65,"MQ campus, Sydney, NSW","11:28",17,5,2017,9,-4.14473515800054,6.51245130091831,2.42609458136926,0.444796268808072,0.318627450980392,0.453090694287407,0.22089552238806,3.0792250980726,0.591446769790719,0.962275256449801,0.260468053885432,8796641.0563751,0.938188577493406,4.1
